Method	Value
forc_0	1.0561858431836235
forc_1	2.8654522682221457
forc_2	2.7667768927810656
forc_3	2.817635027066359
forc_4	2.802986697530297
forc_5	2.851704328360036
forc_6	2.972258870499523
forc_7	2.8634045036769535
forc_8	2.913456724888171
forc_9	3.0185432788180857
forc_10	2.9571782403855438
forc_11	2.8707840602846955
forc_12	2.874147190346937
forc_13	2.798939081063168
forc_14	3.02694511126933
forc_15	2.5519808630834264
forc_16	2.8079933822576146
forc_17	2.8588620682806773
forc_18	2.8520717618911444
forc_19	2.8870524678873153
forc_20	2.862062199483818
forc_21	2.889880344191976
forc_22	2.8608368448400965
forc_23	2.9590230530411232
forc_24	3.0046730607217262
forc_25	2.886330407834964
forc_26	2.7817922699030007
forc_27	2.793862359385529
forc_28	2.8753098188179442
forc_29	2.92814163593676
forc_30	2.8156130579875307
forc_31	2.763988722387542
forc_32	2.847178228153486
forc_33	2.9351144977599293
forc_34	2.828759251969618
forc_35	2.7814362719450663
forc_36	2.936638431009773
forc_37	2.8158168435151256
forc_38	2.912322350535869
forc_39	2.7664169457365526
forc_40	2.9425861917593736
forc_41	2.806426746196805
forc_42	2.8224253519486795
forc_43	2.8727319318624054
forc_44	2.788197252980744
forc_45	2.970173673439868
forc_46	2.898446006438872
forc_47	2.724284612455164
forc_48	2.815214627233373
forc_49	2.852251546356445
forc_50	2.855787960395023
forc_51	2.977363038305649
forc_52	2.955828151038125
forc_53	3.089613551332372
forc_54	2.8022652465931817
forc_55	2.8907351018571186
forc_56	2.717593101608636
forc_57	2.8949141435341605
forc_58	2.90302010068247
forc_59	2.705509895481352
forc_60	2.9437353693448833
forc_61	2.996198517867593
forc_62	2.8851580866145365
forc_63	2.8204611641329294
forc_64	2.9244772812305286
forc_65	2.945125954867589
forc_66	2.8633574847908387
forc_67	2.953701290387696
forc_68	2.9887303220255834
forc_69	3.097428110709362
forc_70	2.867375769736231
forc_71	2.856651487284111
forc_72	3.096817944380562
forc_73	2.7752822169826263
forc_74	2.8349152593362033
forc_75	2.8486033695006694
forc_76	2.8980785787182977
forc_77	2.879900583640483
forc_78	2.8784323164877383
forc_79	2.6932920401491214
forc_80	2.6794365885420244
forc_81	3.1435946066282834
forc_82	2.9335578996936866
forc_83	2.982211735534594
forc_84	2.798629318135219
forc_85	2.840238449604957
forc_86	2.922783751240889
forc_87	2.9780225023870277
forc_88	2.6724581518860306
forc_89	2.8846992811274283
forc_90	2.8262179321999135
forc_91	2.8504508036332803
forc_92	2.819177240074722
forc_93	2.8691123494796607
forc_94	2.8394895648911755
forc_95	2.8120936340390634
forc_96	2.832108096372921
forc_97	2.817472392049477
forc_98	2.9503806212577657
forc_99	2.7201020279438812
forc_100	2.920707096901439
forc_101	2.835273478757116
forc_102	2.795565835008373
forc_103	2.9360894023768225
forc_104	2.8593784634114874
forc_105	2.719344479619164
forc_106	2.684469099599646
forc_107	2.902475261762911
forc_108	3.0677593962593166
forc_109	2.8278445738021927
forc_110	2.986900357490529
forc_111	2.780987487978552
forc_112	2.775112338277002
forc_113	2.8851218067770965
forc_114	2.8399802198703976
forc_115	2.9160798215737023
forc_116	2.932985167149589
forc_117	2.8673762192804206
forc_118	2.9870644876853354
forc_119	2.93251348756602
forc_120	2.7543130568390524
forc_121	2.8842224772102156
forc_122	2.954339737679987
forc_123	2.7904353438689915
forc_124	2.9180380273052164
forc_125	2.8809889029185998
forc_126	2.952647838842094
forc_127	2.7224958168306723
forc_128	2.873629952206028
forc_129	2.9176382181033857
forc_130	2.802543075994855
forc_131	2.9063150294471507
forc_132	2.983428189070263
forc_133	2.831839337850843
forc_134	2.747565415713112
forc_135	2.6848688386062634
forc_136	2.8478971054699094
forc_137	3.0666125828879194
forc_138	2.828170493518399
forc_139	2.987988865009742
forc_140	2.84814312388665
forc_141	2.6707536160308227
forc_142	2.820282801311428
forc_143	2.7906386203947133
forc_144	2.860757841885948
forc_145	2.7403454945829027
forc_146	3.1220188834821285
forc_147	2.9066975001326463
forc_148	2.875264081009025
forc_149	2.9498754502112083
forc_150	2.844441850960027
forc_151	2.7928686178689244
forc_152	2.8072149231753794
forc_153	2.8065009298161616
forc_154	2.621548198668031
forc_155	2.872915526248755
forc_156	2.856972406341084
forc_157	2.9342500491925176
forc_158	2.98299492213391
forc_159	2.9714676209224984
forc_160	2.9751226542200535
forc_161	2.8274964876627156
forc_162	2.7707643011783127
forc_163	2.8239447346435735
forc_164	2.9441023846674312
forc_165	2.8232364472665994
forc_166	2.9905377386535537
forc_167	2.9319986810510175
forc_168	2.7933789334699077
forc_169	2.748272668226718
forc_170	2.712659370610851
forc_171	2.8681397013134493
forc_172	2.972267897256235
forc_173	2.846674332106582
forc_174	2.907912632623094
forc_175	2.728435140917891
forc_176	2.85936067340453
forc_177	2.942918196618493
forc_178	2.766387388677421
forc_179	2.9278688848991976
forc_180	2.9333472852205063
forc_181	2.825381217625665
forc_182	2.7190896313260358
forc_183	2.8951399856314444
forc_184	2.7994326635593665
forc_185	2.798316762238593
forc_186	2.9727185937883447
forc_187	2.791306627373034
forc_188	2.8854468215746985
forc_189	3.0594448715257077
forc_190	2.9027207917580635
forc_191	2.806151086379896
forc_192	2.812232551750295
forc_193	2.6264977203752884
forc_194	2.8031569734162125
forc_195	2.840256873880442
forc_196	2.913270575263244
forc_197	2.6250865548715328
forc_198	2.7575560746240404
forc_199	2.8566890367191
forc_200	2.8000588388300858
forc_201	2.818200418725722
forc_202	2.8874487096650223
forc_203	2.993010800573081
forc_204	2.6441168355727545
forc_205	2.9318588296237906
forc_206	2.9557669650141647
forc_207	2.752214181381742
forc_208	2.7806595245425836
forc_209	2.8471175288249118
forc_210	2.8994128455587886
forc_211	2.684045689168939
forc_212	3.0087135708614663
forc_213	2.951586015888731
forc_214	2.6573555287284356
forc_215	2.693151705604425
forc_216	2.823009271075219
forc_217	2.7655055443723033
forc_218	2.916556775589363
forc_219	2.8417888730849294
forc_220	2.715805220281932
forc_221	2.837249698694324
forc_222	2.9316577136259236
forc_223	3.0077557903166974
forc_224	3.152108349479098
forc_225	2.9185038054388937
forc_226	2.74073844924749
forc_227	2.8303151868968213
forc_228	2.8430119262654316
forc_229	2.72457191169029
forc_230	2.7337107657301423
forc_231	2.929454542152735
forc_232	3.0031463591762653
forc_233	2.726293451148324
forc_234	2.8418349041692204
forc_235	2.90091086758949
forc_236	2.8208140387702074
forc_237	2.728303514157303
forc_238	2.89096621927549
forc_239	2.883491850178453
forc_240	3.0534430311011618
forc_241	2.731738520238253
forc_242	2.767425107571296
forc_243	2.7749510637607466
forc_244	3.0808106478373904
forc_245	2.719813598048697
forc_246	2.9145371498647075
forc_247	2.8049005975886456
forc_248	2.7164170669674292
forc_249	2.6257736541688823
forc_250	2.941048351062419
forc_251	2.8560695603121418
forc_252	2.9418496998543984
forc_253	2.6864616326922484
forc_254	2.9268050207010714
forc_255	2.6407358123299036
forc_256	2.9997112247398894
forc_257	2.978561504158258
forc_258	2.7590431302387968
forc_259	2.649256792820467
forc_260	2.883738363130808
forc_261	2.8256444516135364
forc_262	2.6743926297880356
forc_263	2.8231889812768287
forc_264	2.8147831617446992
forc_265	2.8122149665791505
forc_266	2.8333118947266116
forc_267	2.6302817045852107
forc_268	2.7820029942370117
forc_269	2.9484568336958996
forc_270	2.718149183227974
forc_271	2.6568649571110483
forc_272	2.92976592129156
forc_273	2.8593934915622654
forc_274	2.9005840651513637
forc_275	2.8293075592584893
forc_276	2.9379650775422386
forc_277	2.8984967737912193
forc_278	3.0811307587326326
forc_279	3.0531246245568724
forc_280	2.8105746818985398
forc_281	2.875696278750798
forc_282	2.891782800166488
forc_283	2.7535174579803896
forc_284	2.8204391471997097
forc_285	2.9140088714126358
forc_286	2.8900563316351993
forc_287	2.8303687409339133
forc_288	2.845337643179054
forc_289	2.87402999538508
forc_290	2.8872202748896623
forc_291	2.934211890697439
forc_292	2.9791084989964207
forc_293	2.9481957468405904
forc_294	2.82331229672612
forc_295	2.9185908653568364
forc_296	3.043529499195925
forc_297	2.7679178311700596
forc_298	2.7055209138569807
forc_299	2.88144777439154
forc_300	2.724898304312897
forc_301	2.890012721840013
forc_302	3.0198728128487686
forc_303	2.87836820367592
forc_304	2.9597828564077635
forc_305	2.8217036370837874
forc_306	2.814341592056121
forc_307	3.033292434999525
forc_308	2.8282989866160273
forc_309	2.829559131718288
forc_310	2.976861353268805
forc_311	2.8380536560220397
forc_312	2.8936216018210437
forc_313	2.8627251731535286
forc_314	2.7948621230143793
forc_315	2.8076233240259283
forc_316	2.811757492988089
forc_317	2.8246983434122406
forc_318	2.8026398355368
forc_319	2.9696060137800266
forc_320	2.863592271692375
forc_321	2.8596833760452998
forc_322	2.783063296346152
forc_323	2.928267813390297
forc_324	2.902613360667464
forc_325	2.9846733258116616
forc_326	2.724767919259299
forc_327	2.7433009079616393
forc_328	2.6744408675839226
forc_329	2.8248316746585727
forc_330	3.0637026064923543
forc_331	2.719451872993989
forc_332	2.8391269116954176
forc_333	2.9976109423332207
forc_334	2.717125412615808
forc_335	2.868408339975728
forc_336	2.6720811001875497
forc_337	2.911264507074117
forc_338	2.898758677110274
forc_339	2.9792623798869324
forc_340	3.0761041992652474
forc_341	2.783341233437816
forc_342	2.917760806298236
forc_343	2.9005061526423965
forc_344	3.012767884791978
