Method	Value
forc_0	0.7776513388784059
forc_1	1.3298345263474043
forc_2	1.3465128380666713
forc_3	1.3266704772327138
forc_4	1.3648999441050875
forc_5	1.3872904160930675
forc_6	1.3419525839256758
forc_7	1.3800073925983352
forc_8	1.312242907859068
forc_9	1.3238246389004817
forc_10	1.3297453444752885
forc_11	1.3165464103220712
forc_12	1.3150560401527789
forc_13	1.3572039464571164
forc_14	1.4260741912606651
forc_15	1.3186200131253498
forc_16	1.3189422395950716
forc_17	1.3410720341419133
forc_18	1.3325078557320345
forc_19	1.313565741624247
forc_20	1.3356644159066233
forc_21	1.3641339838833175
forc_22	1.3014887201781469
forc_23	1.3412428729596224
forc_24	1.3177929938559836
forc_25	1.366632808321084
forc_26	1.3662654662796296
forc_27	1.357124611312007
forc_28	1.3094020426322621
forc_29	1.3502035203886305
forc_30	1.354987471439507
forc_31	1.3312315205318257
forc_32	1.3503761641815482
forc_33	1.2941426708565131
forc_34	1.36729083855272
forc_35	1.3336481317431625
forc_36	1.3496626972979806
forc_37	1.3073059821440252
forc_38	1.3360292368308833
forc_39	1.330013833895632
forc_40	1.3431300175245333
forc_41	1.3387535963951216
forc_42	1.3215718376720087
forc_43	1.3613554279845743
forc_44	1.3715764278531803
forc_45	1.2923505437210008
forc_46	1.3255595147210155
forc_47	1.348646740726067
forc_48	1.3443705704950124
forc_49	1.3433527464675772
forc_50	1.3356644178588515
forc_51	1.347583902447699
forc_52	1.3607536986016953
forc_53	1.322697652176999
forc_54	1.3512647842699401
forc_55	1.3380563354278088
forc_56	1.3889664955937455
forc_57	1.331795418927455
forc_58	1.33325654213443
forc_59	1.3230148512833657
forc_60	1.3094269945026928
forc_61	1.3164877423256005
forc_62	1.323524391049443
forc_63	1.336924886411405
forc_64	1.389228480908155
forc_65	1.36922834341811
forc_66	1.2974620512087718
forc_67	1.3253670077716915
forc_68	1.3555215949492252
forc_69	1.333428694728124
forc_70	1.3460707403533168
forc_71	1.3269424804702457
forc_72	1.3382992791709067
forc_73	1.4022086709076502
forc_74	1.3457688859381753
forc_75	1.3309614721235945
forc_76	1.3278045193138248
forc_77	1.3562709687566532
forc_78	1.3455266291747856
forc_79	1.2962016247446653
forc_80	1.386350098910047
forc_81	1.3123007093106038
forc_82	1.3490108256437519
forc_83	1.3439713185447524
forc_84	1.3684609567313883
forc_85	1.3531240432431262
forc_86	1.337666974202686
forc_87	1.317793877401041
forc_88	1.3285044154151198
forc_89	1.3046337425781307
forc_90	1.3685236532793514
forc_91	1.2868393517970371
forc_92	1.3425473765367597
forc_93	1.361848187188859
forc_94	1.3220800137368087
forc_95	1.3544608451077704
forc_96	1.3622794182057005
forc_97	1.3496565891272494
forc_98	1.3372550720362546
forc_99	1.3749961109187507
forc_100	1.3639286623659976
forc_101	1.315214219934705
forc_102	1.3487092616710499
forc_103	1.359296966614056
forc_104	1.354518848825739
forc_105	1.364571606118104
forc_106	1.3466656055044695
forc_107	1.3692719467356402
forc_108	1.3224309860754415
forc_109	1.3243329321767099
forc_110	1.3407034554621968
forc_111	1.2835923397286413
forc_112	1.3561780308358624
forc_113	1.3464265880729136
forc_114	1.3753875530638637
forc_115	1.3192030013971314
forc_116	1.3088913465264729
forc_117	1.375225312889011
forc_118	1.3679188266257125
forc_119	1.3107618301080564
forc_120	1.2708113243032824
forc_121	1.3795504855741572
forc_122	1.351534890665591
forc_123	1.3387596468641345
forc_124	1.3386784935169425
forc_125	1.3065123248717752
forc_126	1.3849829157901161
forc_127	1.3381330906968942
forc_128	1.3047227590586694
forc_129	1.3102668952230443
forc_130	1.3083652063571092
forc_131	1.3235818952344773
forc_132	1.3287024265137457
forc_133	1.3713338821975771
forc_134	1.3271266251962415
forc_135	1.3616646390976292
forc_136	1.3359533606038196
forc_137	1.3363148306303274
forc_138	1.3056299414048826
forc_139	1.4022534235872737
forc_140	1.3480584923058991
forc_141	1.2865657064386882
forc_142	1.302251675236021
forc_143	1.363017316471595
forc_144	1.347992001060083
forc_145	1.3880780829026336
forc_146	1.3297859382299377
forc_147	1.3524861730491244
forc_148	1.3568744268027315
forc_149	1.3330412307159405
forc_150	1.3393231779902177
forc_151	1.3457450343343638
forc_152	1.34014393961087
forc_153	1.3417041012945383
forc_154	1.37074711663105
forc_155	1.3212559158874695
forc_156	1.3315084266993724
forc_157	1.3680778292719349
forc_158	1.3607335250963286
forc_159	1.341418405411991
forc_160	1.3438960482240272
forc_161	1.347955162270464
forc_162	1.3537367566591956
forc_163	1.3210924853558168
forc_164	1.3132476980637875
forc_165	1.3349293860078189
forc_166	1.2985738093279124
forc_167	1.3740389039058567
forc_168	1.3394436885237053
forc_169	1.3728514264459493
forc_170	1.3505691551307453
forc_171	1.3761545443090866
forc_172	1.3473326841469857
forc_173	1.339115720366741
forc_174	1.3284675206739378
forc_175	1.3231458017236881
forc_176	1.3423401117473142
forc_177	1.315221952801884
forc_178	1.3196978232692833
forc_179	1.3688511922962825
forc_180	1.3201550775368052
forc_181	1.3234798091009932
