Method	Value
forc_0	0.9900707110536884
forc_1	3.0318639710533675
forc_2	3.151230662006166
forc_3	3.1823667019399458
forc_4	3.2934315247963593
forc_5	3.0864443864028313
forc_6	2.9993641101696387
forc_7	3.1679585566961252
forc_8	3.0438557709219793
forc_9	3.0557776311714906
forc_10	3.1287757565702505
forc_11	3.3140251949862183
forc_12	3.192640180898278
forc_13	3.193304372988131
forc_14	3.372904605571953
forc_15	3.1203629930541013
forc_16	3.3527690872224785
forc_17	2.9458500283636058
forc_18	3.398384228385603
forc_19	3.1988975147651266
forc_20	3.1269640711956566
forc_21	3.3573700652223213
forc_22	3.198311244392735
forc_23	3.103356893877612
forc_24	3.323936410735537
forc_25	3.2333472658883644
forc_26	3.1991302361211535
forc_27	2.9715505932881507
forc_28	3.4348570866894836
forc_29	3.1590319654489543
forc_30	3.3041407345817424
forc_31	3.087838085670368
forc_32	3.1259858829352822
forc_33	3.1364474424036595
forc_34	3.256532938342714
forc_35	3.054249406450895
forc_36	3.1780370071670765
forc_37	3.33205205725512
forc_38	3.1983262530713525
forc_39	3.2217350159358586
forc_40	3.153565331569972
forc_41	3.1456060343781878
forc_42	3.1467065992643275
forc_43	3.426695755772286
forc_44	3.4509992641740608
forc_45	3.1233876422949534
forc_46	3.236795359491291
forc_47	3.3505715645243415
forc_48	3.2074016810897774
forc_49	3.183729592899672
forc_50	3.1215682842728625
forc_51	3.238559371429802
forc_52	3.4263851648560215
forc_53	3.3365199549942175
forc_54	3.1868004059967885
forc_55	2.9522983925779114
forc_56	3.067741375440964
forc_57	3.3101067735829677
forc_58	3.239721422912936
forc_59	3.2105374343968625
forc_60	3.376491917364384
forc_61	3.1574918780473884
forc_62	3.3788093719147754
forc_63	3.2034370385124777
forc_64	3.3213332863045077
forc_65	3.2723166021819665
forc_66	3.16188599961499
forc_67	3.1769075673695326
forc_68	3.162739737270421
forc_69	3.2870750444270977
forc_70	3.4653516506761664
forc_71	3.2267956229844974
forc_72	3.003165549434091
forc_73	3.2601789823907534
forc_74	3.2295840862885226
forc_75	3.1960859794768344
forc_76	3.132835121049135
forc_77	3.079163864124136
forc_78	3.0247793830609497
forc_79	3.3968008397694707
forc_80	3.223655803303151
forc_81	3.395106701474168
forc_82	3.2595427310584797
forc_83	3.3118853690006946
forc_84	2.9992541773568493
forc_85	3.2933811666144983
forc_86	3.145910993882636
forc_87	3.211799788367011
forc_88	3.1331844792717454
forc_89	3.3859923163763535
forc_90	3.411613069168254
forc_91	3.2305226584099898
forc_92	3.4425921681900644
forc_93	2.9866597257326153
forc_94	3.2189166426387192
forc_95	3.3126960860376227
forc_96	3.179642905269871
forc_97	3.0602418510934886
forc_98	3.069679300348607
forc_99	3.3143660553525383
forc_100	3.3550145593029526
forc_101	3.43297817803478
forc_102	2.9050547413202468
forc_103	3.217083000248939
forc_104	3.106697740852292
forc_105	3.0885956853893424
forc_106	3.504006521780301
forc_107	3.19651101503092
forc_108	3.0105608416134206
forc_109	3.1007153244846855
forc_110	3.009265498050952
forc_111	3.1915960051638983
forc_112	3.4154645543809097
forc_113	3.2272692194337655
forc_114	3.258500375799279
forc_115	3.1470089919517745
forc_116	3.1293965739559453
forc_117	3.1427422470836173
forc_118	3.2423234279448914
forc_119	3.0218780099490523
forc_120	3.4190452147186776
forc_121	3.3146960137395216
forc_122	3.1656760390348673
