Method	Value
forc_0	0.7626569098823717
forc_1	1.3939117125057157
forc_2	1.3922414570952653
forc_3	1.3478989649672783
forc_4	1.3443506614512988
forc_5	1.332481506260732
forc_6	1.3971448020581752
forc_7	1.3897017367688185
forc_8	1.3039479911959784
forc_9	1.3666296029876084
forc_10	1.3510979255895346
forc_11	1.34172005083126
forc_12	1.331851839272151
forc_13	1.321224939654166
forc_14	1.3744965654631367
forc_15	1.399540223543682
forc_16	1.435898453208834
forc_17	1.3615448005261224
forc_18	1.3980143679928254
forc_19	1.3908991696478814
forc_20	1.3413439087032841
forc_21	1.367012333828917
forc_22	1.359120947568347
forc_23	1.4198249889726053
forc_24	1.3577422858560118
forc_25	1.3665697714701013
forc_26	1.4079669262571815
forc_27	1.3533968590627183
forc_28	1.366373578774569
forc_29	1.3608900943334872
forc_30	1.4183177604388224
forc_31	1.4093923184011765
forc_32	1.3901196528652497
forc_33	1.3899641314547295
forc_34	1.4157155207910779
forc_35	1.4275006198858662
forc_36	1.4051695356478564
forc_37	1.341685336666697
forc_38	1.39571827465833
forc_39	1.3600210808331232
forc_40	1.3703293159442043
forc_41	1.391834894063121
forc_42	1.426660707355521
forc_43	1.3706700904418276
forc_44	1.3655322241059082
forc_45	1.3628172107186594
forc_46	1.3929843375796445
forc_47	1.3705684190090308
forc_48	1.3237446213579922
forc_49	1.3599273042957414
forc_50	1.359476672590017
forc_51	1.3759991785150805
forc_52	1.3570549210904788
forc_53	1.3420168532924006
forc_54	1.3150640957617632
forc_55	1.3493887621564506
forc_56	1.4233190219272693
forc_57	1.4042578772973264
forc_58	1.4060430110582398
forc_59	1.3653839084073005
forc_60	1.3866678744610477
forc_61	1.3864042306502733
forc_62	1.3351184922406203
forc_63	1.38836532840998
forc_64	1.3605953994340305
forc_65	1.3461033895246168
forc_66	1.3743929176771643
forc_67	1.3803677833488763
forc_68	1.4066876654501599
forc_69	1.3817480223714615
forc_70	1.3429417210517
forc_71	1.342622552211686
forc_72	1.3467196063424856
forc_73	1.4032195457694718
forc_74	1.4000484600260708
forc_75	1.429112146197882
forc_76	1.3489071185261288
forc_77	1.4159442719030466
forc_78	1.4172286510891137
forc_79	1.372846769248338
forc_80	1.3782706380754295
forc_81	1.3503679303071077
forc_82	1.3625692732908576
forc_83	1.373527157506724
forc_84	1.4361285638065506
forc_85	1.401518113488106
forc_86	1.3837707669824522
forc_87	1.4204983273680722
forc_88	1.3595674511232492
forc_89	1.3760237055952684
forc_90	1.3995554013497253
forc_91	1.363029849542973
forc_92	1.344627107114828
forc_93	1.4174091018764492
forc_94	1.3396261675942651
forc_95	1.4037691944894828
forc_96	1.3671070519846944
forc_97	1.4560516858810049
forc_98	1.343683594521754
forc_99	1.3373640568077856
forc_100	1.3765811456966512
forc_101	1.3787703286716997
forc_102	1.3632114333897287
forc_103	1.374594141195261
forc_104	1.3703688864770591
forc_105	1.4277784674271252
forc_106	1.395590268663361
forc_107	1.392445671927696
forc_108	1.41203065369128
forc_109	1.3973246431113269
forc_110	1.3264313764764486
forc_111	1.3908140138349292
forc_112	1.3838690494073445
forc_113	1.387852112829401
forc_114	1.4299302075191636
forc_115	1.3580247911033938
forc_116	1.340886966344787
forc_117	1.3642683429771376
forc_118	1.3746835142243254
forc_119	1.3996733320101624
forc_120	1.3294758423024284
forc_121	1.3749121173153147
forc_122	1.3999913046091474
forc_123	1.3848308097592033
forc_124	1.4110879861460206
forc_125	1.3637144809228157
forc_126	1.392298743733781
forc_127	1.4110473834955348
forc_128	1.4019493018160354
forc_129	1.345401633518493
forc_130	1.4009994282762805
forc_131	1.403267968599256
forc_132	1.3407538526988947
forc_133	1.3556229018221695
forc_134	1.3651405087678898
forc_135	1.3982839853389264
forc_136	1.3615257853251181
forc_137	1.3803435393838865
forc_138	1.3867784532013563
forc_139	1.4113466508667767
forc_140	1.3431088997248273
forc_141	1.3888629528243528
forc_142	1.4024894200206346
forc_143	1.3585911884768664
forc_144	1.402457873393889
forc_145	1.4371514678739772
forc_146	1.3626648408964461
forc_147	1.4227696563934866
forc_148	1.3876077493878665
forc_149	1.4198402466715632
forc_150	1.3432433353694664
forc_151	1.3711864689148874
forc_152	1.3895846359210444
forc_153	1.3170493575021063
forc_154	1.3502167753674332
forc_155	1.361764713564089
forc_156	1.3741905783212571
forc_157	1.3739542785194665
forc_158	1.427716222983694
forc_159	1.3906411578968654
forc_160	1.35989852613072
forc_161	1.4128825977499213
forc_162	1.3398464636333398
forc_163	1.3912436655754215
forc_164	1.3581726423308176
forc_165	1.4038127760492054
forc_166	1.3655005768629394
forc_167	1.3821710566918708
forc_168	1.3389045683150678
forc_169	1.3606149907119278
forc_170	1.3616936685284073
forc_171	1.3968671135609696
forc_172	1.4010018358140965
forc_173	1.4110816617762525
forc_174	1.4273645687591001
forc_175	1.3928003002970577
forc_176	1.379232856581531
forc_177	1.3483539673476828
forc_178	1.3602218557226173
forc_179	1.3811488051337883
forc_180	1.3483067382141583
forc_181	1.338412123133447
forc_182	1.3135824227700148
forc_183	1.364826700256029
forc_184	1.376382556491673
forc_185	1.3656925946027685
forc_186	1.343640798743137
forc_187	1.3809046831657876
forc_188	1.3523529948916437
forc_189	1.347826862474289
forc_190	1.3656780865123568
forc_191	1.4133324351679244
forc_192	1.3839426827337828
forc_193	1.3513901868841418
forc_194	1.3449259592631566
forc_195	1.4094978001166796
forc_196	1.356707680300717
forc_197	1.3258405951653
