Method	Value
forc_0	0.9813845713597873
forc_1	2.5943158881368706
forc_2	2.5388539657993983
forc_3	2.6494158536494883
forc_4	2.5321134767755105
forc_5	2.483990916233251
forc_6	2.5538480961579357
forc_7	2.55458948318757
forc_8	2.5317775535167053
forc_9	2.384607485636011
forc_10	2.4646262609899376
forc_11	2.5152227994693535
forc_12	2.514834914532343
forc_13	2.6686886535065506
forc_14	2.7219751733264648
forc_15	2.5405124043431613
forc_16	2.496849539431273
forc_17	2.633942268070787
forc_18	2.416613182117988
forc_19	2.577755430106032
forc_20	2.611663905311601
forc_21	2.535495541229323
forc_22	2.627510268768845
forc_23	2.531807876056903
forc_24	2.609055877486931
forc_25	2.7145188706933423
forc_26	2.6126305563195173
forc_27	2.600350938981615
forc_28	2.5544367589413812
forc_29	2.5199267172627597
forc_30	2.635122427772695
forc_31	2.535240410861932
forc_32	2.5567266448995847
forc_33	2.5301734973387333
forc_34	2.571063053112682
forc_35	2.607063906966895
forc_36	2.4677676160616624
forc_37	2.5336621229784546
forc_38	2.608921308377573
forc_39	2.756980458620828
forc_40	2.583675462011108
forc_41	2.5898989359495395
forc_42	2.774846974601871
forc_43	2.597022581928484
forc_44	2.5306393124841584
forc_45	2.5636302383736633
forc_46	2.630163894547959
forc_47	2.557038898710802
forc_48	2.666789781550906
forc_49	2.5331056741810656
forc_50	2.5580684782277645
forc_51	2.5855515670461946
forc_52	2.585085245262025
forc_53	2.4620302950332955
forc_54	2.544442774866229
forc_55	2.519718077114932
forc_56	2.5594248133460917
forc_57	2.7932974146234644
forc_58	2.5449796047076316
forc_59	2.5888398938276573
forc_60	2.590150962136044
forc_61	2.549110205903808
forc_62	2.7247449321749464
forc_63	2.499461438101692
forc_64	2.555768513521963
forc_65	2.6939135662698237
forc_66	2.6365637544000706
forc_67	2.4905768871953993
forc_68	2.5985575071587617
forc_69	2.5374197813751644
forc_70	2.5166671772558376
forc_71	2.565726292844322
forc_72	2.6244669734328334
forc_73	2.4727685917642246
forc_74	2.603355793509782
forc_75	2.548556702107267
forc_76	2.4218088452694895
forc_77	2.643968823618626
forc_78	2.4931736184338775
forc_79	2.658030436217761
forc_80	2.674623739998856
forc_81	2.6059457356156006
forc_82	2.37509483182359
forc_83	2.72891853026459
forc_84	2.561018212744601
forc_85	2.56716719542561
forc_86	2.6019333571872796
forc_87	2.5557391588509057
forc_88	2.711711592316237
forc_89	2.5360080588640783
forc_90	2.502401004017855
forc_91	2.4866017513833243
forc_92	2.5955191639708137
forc_93	2.6523308686285985
forc_94	2.475742076213898
forc_95	2.449124623262551
forc_96	2.4803208509305126
forc_97	2.4075352980174536
forc_98	2.6400801683428834
forc_99	2.511182601637875
forc_100	2.6226554422055477
forc_101	2.6151020982966124
forc_102	2.368556650629835
forc_103	2.5372973141299755
forc_104	2.64632999375416
forc_105	2.483635061160441
forc_106	2.572065424398087
forc_107	2.554910958482469
forc_108	2.506802638185475
forc_109	2.646799264691319
forc_110	2.635790556407781
forc_111	2.60302215356739
forc_112	2.571222383184533
forc_113	2.545484980351005
forc_114	2.5710216892847164
forc_115	2.4461175959915216
