Method	Value
forc_1	2.8821483675907733
forc_2	2.9473791523990327
forc_3	2.947343198047027
forc_4	2.8151371062677675
forc_5	3.04955452767302
forc_6	2.912934486784438
forc_7	2.9455934833339366
forc_8	2.8208757203667876
forc_9	2.871980873011827
forc_10	2.8270390285500544
forc_11	2.798321766126056
forc_12	2.830936315901003
forc_13	2.957895631857617
forc_14	2.86226854726712
forc_15	2.915779855359364
forc_16	2.8047686205003797
forc_17	2.862815299139234
forc_18	2.920320578715636
forc_19	2.8349301898752417
forc_20	2.835547230457349
forc_21	2.8279206276099824
forc_22	2.8888649945967506
forc_23	2.8256944344562993
forc_24	2.943867499465438
forc_25	2.8118260385534977
forc_26	3.012177439581175
forc_27	2.6482771057391674
forc_28	2.8230829871292547
forc_29	2.8352009136389116
forc_30	3.0102765347501506
forc_31	2.944570213303535
forc_32	2.7308248284763503
forc_33	2.879732781536493
forc_34	2.852894973821184
forc_35	2.67263842029947
forc_36	2.917611984430826
forc_37	2.866754812835328
forc_38	2.9168272098980075
forc_39	2.8907526010134172
forc_40	2.890543877877516
forc_41	2.966405038551435
forc_42	2.9075247538032176
forc_43	2.9453402051527955
forc_44	2.9226001091432097
forc_45	2.849314783755955
forc_46	2.8578109142243613
forc_47	2.8007121969996454
forc_48	2.827558417930603
forc_49	3.0380049898392283
forc_50	3.022936598107861
forc_51	2.8294024384265968
forc_52	2.775424445345815
forc_53	2.8962403031572395
forc_54	2.782785778546234
forc_55	2.6807356175428887
forc_56	2.939499015519569
forc_57	2.7960251957820503
forc_58	2.9946937150079065
forc_59	2.7466953620455854
forc_60	2.8724008195272517
forc_61	2.892523739426078
forc_62	2.860903257494104
forc_63	2.8552101585393372
forc_64	3.003250237052945
forc_65	2.8425682623653765
forc_66	2.8491354304857577
forc_67	3.062564891690371
forc_68	2.773205193541248
forc_69	2.873245124752389
forc_70	2.9159379180960237
forc_71	2.6823654741278586
forc_72	2.8581372040734307
forc_73	2.990161058717381
forc_74	2.7837308450459797
forc_75	2.9020969409380304
forc_76	2.7631918078155904
forc_77	2.895658963666884
forc_78	2.8177491845896556
forc_79	2.7866717241954486
forc_80	2.758986019408872
forc_81	2.8302107687115767
forc_82	2.6843599078892497
forc_83	3.0091205939421757
forc_84	2.8210218929114945
forc_85	2.9060147325301644
forc_86	2.9914061254374427
forc_87	2.9553729354230303
forc_88	2.9414764174157972
forc_89	2.841336831620131
forc_90	2.9419190756664073
forc_91	2.9869467617023924
forc_92	2.889844487171155
forc_93	2.775927140523549
forc_94	2.944753823477906
forc_95	3.0002610747151355
forc_96	2.9057027504679454
forc_97	2.849548379702448
forc_98	2.79409161792578
forc_99	2.859968307170177
forc_100	2.8093449540626785
forc_101	2.961153446428988
forc_102	2.7372407380758204
forc_103	2.892583749485854
forc_104	2.7621610256320683
forc_105	2.709638528953397
forc_106	2.932867282721244
forc_107	2.985236068456054
forc_108	2.8440818666992316
forc_109	2.7484367911119523
forc_110	2.7699262786329926
forc_111	2.792542842199765
forc_112	2.9279248538157834
forc_113	3.0272824780970438
forc_114	2.811925539822182
forc_115	2.9131205060357024
forc_116	2.966165441267952
forc_117	2.757620060375963
forc_118	3.0329741933671195
forc_119	2.9329361432347842
forc_120	2.788331534193778
forc_121	2.871596285407701
forc_122	2.7888554453340952
forc_123	2.7345873942985164
forc_124	2.7369864581286785
forc_125	2.8481107481460657
forc_126	2.958477682375168
forc_127	2.996417183153729
forc_128	2.8228930467578905
forc_129	2.903123831271425
forc_130	2.7530236400487187
forc_131	2.8657677372324484
forc_132	2.9960989827812883
forc_133	2.9763023403063174
forc_134	2.769213966467084
forc_135	2.9486280977842823
forc_136	2.95457553699352
forc_137	2.7048308164406807
forc_138	2.9738074588580092
forc_139	2.77359950741643
forc_140	2.855921521690082
forc_141	2.8428617000063605
forc_142	2.934785906538486
forc_143	2.787927668511614
forc_144	2.928537043384546
forc_145	2.809726691010305
forc_146	3.0493991854227724
forc_147	2.9079248050383963
forc_148	2.8248001723631826
forc_149	3.0161372588442315
forc_150	2.8000095792053754
forc_151	2.9473954814754
forc_152	2.7979789581316314
forc_153	3.0386833859406557
forc_154	2.952776823842496
forc_155	3.029858190307528
forc_156	2.996444922512583
forc_157	2.7278929548533233
forc_158	2.7796573441523864
forc_159	2.7983576918863573
forc_160	2.875990204146076
forc_161	2.8666149753671806
forc_162	2.8664058017232725
forc_163	2.95488011265759
forc_164	2.7940423198507056
forc_165	2.923560331611722
forc_166	2.707189724636481
forc_167	2.8086209620126112
forc_168	2.9106421370785807
forc_169	2.9465477911431743
forc_170	3.0341774570878273
forc_171	2.856814669773587
forc_172	2.9598666714358637
forc_173	2.802505873375995
forc_174	2.922220865055988
forc_175	3.0305118361453585
forc_176	3.010137442628873
forc_177	2.9737012604325286
forc_178	3.0743517229406505
forc_179	2.7447082131680847
forc_180	2.8320678346568897
forc_181	2.7542968063170035
forc_182	2.951452901497662
forc_183	2.920681671882002
forc_184	2.930965367588824
forc_185	2.9277140501835666
forc_186	2.91316172919367
forc_187	2.970736865961259
forc_188	2.752159442929673
forc_189	2.749437331754695
forc_190	2.8556089467436907
forc_191	2.837756185530238
forc_192	2.750301862483972
forc_193	2.8401385097214957
forc_194	2.8654647817241927
forc_195	2.6622729408049963
forc_196	2.9831347343769474
forc_197	2.770350111051446
forc_198	2.834062235380256
forc_199	2.8869850860909367
forc_200	2.9381069963044166
forc_201	2.9286473383291103
forc_202	2.9856339220608463
forc_203	2.720694965352885
forc_204	2.9027048399427997
forc_205	2.9762971645896537
forc_206	2.8499458015404726
forc_207	2.9295602871838655
forc_208	2.946573596248266
forc_209	2.845472226201783
forc_210	2.8923914007647054
forc_211	2.926251888256688
forc_212	2.955818336130648
forc_213	2.8552876384931123
forc_214	3.066376185596826
forc_215	2.7289639807753487
forc_216	2.948661331223883
forc_217	2.8923411183737104
forc_218	2.8017511921168055
forc_219	2.9540496747399376
forc_220	2.8785480728607284
forc_221	2.8684979070848144
forc_222	2.859217741930582
forc_223	2.9676076595171494
forc_224	2.9490049527933087
forc_225	2.8507244554462976
forc_226	2.9818460297185436
forc_227	2.849223329223795
forc_228	2.739202696687199
forc_229	2.8924901073350076
forc_230	2.940773631316779
forc_231	2.740773302338048
forc_232	3.037173256093731
forc_233	2.857724656120211
forc_234	2.9769563247677295
forc_235	2.8094761789529064
forc_236	2.7940393163648958
forc_237	2.9029194872324156
forc_238	2.5827211597215634
forc_239	2.8854884349386296
forc_240	2.77806754885855
forc_241	2.9622079374095094
forc_242	3.0079216667988127
forc_243	2.87485752185768
forc_244	2.878938949515295
forc_245	2.9928990283038868
forc_246	2.895369737074872
forc_247	2.919001083601083
forc_248	2.9779560895170847
forc_249	2.73521402282452
forc_250	2.9309912875965636
forc_251	2.948424990747088
forc_252	2.886142778830174
forc_253	2.909320961716506
forc_254	2.7875550052503018
forc_255	2.936465902465406
forc_256	2.913084620403924
forc_257	2.878745027585966
forc_258	2.8980417558425033
forc_259	2.6754984992172854
forc_260	2.742287052252721
forc_261	2.9000372223590953
forc_262	3.080376500677781
forc_263	3.016195732127744
forc_264	2.8073384408336097
forc_265	2.9121266421471703
forc_266	3.004264739495978
forc_267	2.9187095860779846
forc_268	2.9318461273641203
forc_269	2.8718050044415953
forc_270	2.85557674314383
forc_271	2.730783632076987
forc_272	2.8317852724347397
forc_273	3.0227901479319432
forc_274	2.8663020993482258
forc_275	2.7486035440610146
forc_276	2.7729315968002135
forc_277	2.852057322175608
forc_278	2.808064389097374
forc_279	2.733229223345461
forc_280	2.94923057602739
forc_281	2.8103015083667944
forc_282	3.0468865285926903
forc_283	2.760166415858912
forc_284	2.7035199910404795
forc_285	2.8712300709347316
forc_286	2.9121834204725445
forc_287	2.8825068360874226
forc_288	2.8450835386733213
forc_289	2.8255315043376785
forc_290	2.8750340866886623
forc_291	2.8320558870012893
forc_292	2.672834977916865
forc_293	2.908263542884667
forc_294	3.028692082237268
forc_295	2.7942265691879715
forc_296	3.0203915656727904
forc_297	2.986794837929851
forc_298	2.906679947694223
forc_299	2.9958253258957988
forc_300	2.8525123854322496
forc_301	2.859376420795208
forc_302	2.9623327450592636
forc_303	3.0586447263814605
forc_304	2.830057734254939
forc_305	2.828907130020462
forc_306	3.08404969719565
