Method	Value
forc_1	1.4719259516672727
forc_2	1.4150655497485165
forc_3	1.4589399802195537
forc_4	1.4520196722314513
forc_5	1.4594818234363998
forc_6	1.4854547011974193
forc_7	1.441365789647184
forc_8	1.4773032967256803
forc_9	1.4585659330776028
forc_10	1.414672533734215
forc_11	1.4275706823155598
forc_12	1.438049653361768
forc_13	1.4584120511481837
forc_14	1.4636230783007351
forc_15	1.4121277948008337
forc_16	1.4134573527164747
forc_17	1.441883469306592
forc_18	1.4462690368033786
forc_19	1.4402232204195502
forc_20	1.4303380609145335
forc_21	1.4059948256243828
forc_22	1.4229416951574083
forc_23	1.4736981481052194
forc_24	1.413672781096712
forc_25	1.4244110679380486
forc_26	1.4350505991179883
forc_27	1.4212763360246046
forc_28	1.442382788651706
forc_29	1.4885495480445372
forc_30	1.451766347235378
forc_31	1.4345050816163778
forc_32	1.4040478693621241
forc_33	1.4527870169798456
forc_34	1.4901370437450032
forc_35	1.4613583046394298
forc_36	1.4197759470291194
forc_37	1.4252569460358417
forc_38	1.443199979587969
forc_39	1.4485316242728237
forc_40	1.4746073206078139
forc_41	1.4398588207800636
forc_42	1.4948263073396841
forc_43	1.4613542711301468
forc_44	1.47100696034328
forc_45	1.4724610652384895
forc_46	1.393177546601196
forc_47	1.4090554150293415
forc_48	1.4495990585766625
forc_49	1.4250998741587002
forc_50	1.4695171379410445
forc_51	1.4127431466968001
forc_52	1.4356834113813368
forc_53	1.4226496529744543
forc_54	1.4016383900409584
forc_55	1.4437175316007766
forc_56	1.4309046185921215
forc_57	1.417263487514768
forc_58	1.4500353105857384
forc_59	1.4469124654578642
forc_60	1.4450733600433254
forc_61	1.4353254427949025
forc_62	1.4323906346589093
forc_63	1.4576006568320943
forc_64	1.4688602711779812
forc_65	1.444198427114802
forc_66	1.4501631014993357
forc_67	1.371376790121439
forc_68	1.40639127928861
forc_69	1.3657199960782074
forc_70	1.4587249964780544
forc_71	1.4392668424425563
forc_72	1.489263596289625
forc_73	1.435192509139701
forc_74	1.4325145800937107
forc_75	1.4436355791464162
forc_76	1.4500317830192095
forc_77	1.4393206517799348
forc_78	1.4198273109590285
forc_79	1.451060586014399
forc_80	1.469062018192754
forc_81	1.4282877834788688
forc_82	1.4345530604542958
forc_83	1.367454598405496
forc_84	1.3892370751194019
forc_85	1.4699921864336776
forc_86	1.4328298559905792
forc_87	1.422696598128424
forc_88	1.495759758427532
forc_89	1.4565408789981025
forc_90	1.4469933986187677
forc_91	1.4680126951146386
forc_92	1.4604042043575758
forc_93	1.4562798553223701
forc_94	1.4208678157888988
forc_95	1.4661969639377577
forc_96	1.4535644985680316
forc_97	1.425271454555173
forc_98	1.4316839143629594
forc_99	1.4358740762076998
forc_100	1.362393310709005
forc_101	1.4143460905240408
forc_102	1.4456783384396814
forc_103	1.4260832262313772
forc_104	1.4939218864570747
forc_105	1.3944109641139737
forc_106	1.4396823066422642
forc_107	1.3968935765279598
forc_108	1.44748152545982
forc_109	1.4191941185822143
forc_110	1.4135751150086493
forc_111	1.395792637237691
forc_112	1.4773007282756114
forc_113	1.4029259824195854
forc_114	1.4500776969405478
forc_115	1.432602591560229
forc_116	1.4363955691124788
forc_117	1.4412068985733661
forc_118	1.4160033466850352
forc_119	1.3816879855737416
forc_120	1.4344121037232733
forc_121	1.450252972372065
forc_122	1.4251100965293706
forc_123	1.410123408908314
forc_124	1.4491709766601115
forc_125	1.4465953939736722
forc_126	1.3738746752320736
forc_127	1.4365858949795534
forc_128	1.419724193321064
forc_129	1.4813954952415629
forc_130	1.38824569964464
forc_131	1.4454861710030948
forc_132	1.3925838980955703
forc_133	1.4687199308320542
forc_134	1.438514203554158
forc_135	1.442447229011132
forc_136	1.4923219157631664
forc_137	1.418823372445819
forc_138	1.3859960561304279
forc_139	1.3814953747345309
forc_140	1.418236783515045
forc_141	1.4545395500905804
forc_142	1.4239605076784636
forc_143	1.4962447379999857
forc_144	1.4356313421815168
forc_145	1.404467952497381
forc_146	1.4159860298991471
forc_147	1.473086668508853
forc_148	1.4474259081653933
forc_149	1.3943159128790568
forc_150	1.4388215668912159
forc_151	1.4593743380383133
forc_152	1.4771644924459604
forc_153	1.403819984523134
forc_154	1.4657574869478147
forc_155	1.443974143566285
forc_156	1.429655560097334
forc_157	1.468801664461553
forc_158	1.4293275780247967
forc_159	1.4740016013804078
forc_160	1.4148839007784697
forc_161	1.4359574614776585
forc_162	1.432438489262601
forc_163	1.451884690013361
forc_164	1.420418529689474
forc_165	1.4446773311330712
forc_166	1.4841145251998893
forc_167	1.3686813812556458
forc_168	1.4530312410606363
forc_169	1.448982628815511
forc_170	1.4737042280812096
forc_171	1.4444037354967254
forc_172	1.44699865533947
forc_173	1.4385958527236917
forc_174	1.4196625442459885
forc_175	1.412142416162733
forc_176	1.4892141963312482
forc_177	1.4848616373982122
forc_178	1.4913230227028749
forc_179	1.462026790273153
forc_180	1.4167710349090097
forc_181	1.4281692913126744
forc_182	1.4712710287948039
forc_183	1.4264056312440916
forc_184	1.4174684650931773
forc_185	1.4357134514046184
forc_186	1.406961851892301
forc_187	1.4919908126112953
forc_188	1.425089165727477
forc_189	1.3960653774226084
forc_190	1.477126865056545
forc_191	1.4297706263966978
forc_192	1.458121499788867
forc_193	1.4484731329587779
forc_194	1.4232517355817618
forc_195	1.4203210333539587
forc_196	1.4204768271986727
forc_197	1.4624116240354463
forc_198	1.4597183496472927
forc_199	1.4461918300325178
forc_200	1.4677168753811995
forc_201	1.4094317816859472
forc_202	1.4560678940700917
forc_203	1.462685927861459
forc_204	1.4691189559370998
forc_205	1.4426590665799242
forc_206	1.458739834509767
forc_207	1.4433439507325132
forc_208	1.4078103086312515
forc_209	1.4377798863689435
forc_210	1.464685399918167
forc_211	1.4698972201521954
forc_212	1.3810715160420515
forc_213	1.4320269219876458
forc_214	1.461454404210704
forc_215	1.4360546232863296
forc_216	1.4110990051056824
forc_217	1.4443026243003851
forc_218	1.4487351245432465
forc_219	1.4587298427980309
forc_220	1.3782065274750261
forc_221	1.4457169664353535
forc_222	1.4471157670413761
forc_223	1.4371730679841408
forc_224	1.408996009168959
forc_225	1.4462699900158122
forc_226	1.4690630965699292
forc_227	1.4081575002774214
forc_228	1.4579931954474563
forc_229	1.4592933818303973
forc_230	1.4167194084584056
forc_231	1.4230118546648263
forc_232	1.4577005395749847
forc_233	1.434417871342946
