Method	Value
forc_1	2.4988324746022315
forc_2	2.6581307566407406
forc_3	2.6597031108353306
forc_4	2.52264784874248
forc_5	2.486941348944033
forc_6	2.6132142819940767
forc_7	2.5851576112296186
forc_8	2.7018451304427633
forc_9	2.649582160533496
forc_10	2.6342477214503215
forc_11	2.5214220997450663
forc_12	2.5175493980076844
forc_13	2.622564809323227
forc_14	2.755622152200296
forc_15	2.5616701795653274
forc_16	2.5981118401454384
forc_17	2.6546254544157737
forc_18	2.5348474902348626
forc_19	2.5976632487126006
forc_20	2.5740592663626027
forc_21	2.6853874962054554
forc_22	2.441063890498499
forc_23	2.489623768792686
forc_24	2.4014534961556353
forc_25	2.417879612741408
forc_26	2.6554774370877894
forc_27	2.582408394822477
forc_28	2.562032776414156
forc_29	2.499674829526678
forc_30	2.659926649859604
forc_31	2.687165447169497
forc_32	2.587542918805584
forc_33	2.545914679674224
forc_34	2.655384056790072
forc_35	2.623318711704823
forc_36	2.5864057613342277
forc_37	2.6522006665757907
forc_38	2.535578572957499
forc_39	2.5871440114422875
forc_40	2.6002609151644984
forc_41	2.7251487772927243
forc_42	2.642509459963195
forc_43	2.700825401105796
forc_44	2.5717100991546653
forc_45	2.529078019097193
forc_46	2.6559161435143386
forc_47	2.6099995131006053
forc_48	2.535940767062254
forc_49	2.5811233787016103
forc_50	2.5130419802844903
forc_51	2.6248416806795953
forc_52	2.5586485281396096
forc_53	2.6341742029080217
forc_54	2.640966089916032
forc_55	2.71031568676415
forc_56	2.5399418355799144
forc_57	2.563715020240926
forc_58	2.7298312172529258
forc_59	2.5148402527217835
forc_60	2.5184635071019055
forc_61	2.4823133478844395
forc_62	2.5704768979529717
forc_63	2.6474778081712618
forc_64	2.531169974805783
forc_65	2.608039385475987
forc_66	2.590500688421407
forc_67	2.5834504498364312
forc_68	2.5880721710386956
forc_69	2.428375376111882
forc_70	2.6357997919321527
forc_71	2.62966210110869
forc_72	2.5812749605633467
forc_73	2.6375584043070237
forc_74	2.5539316512966503
forc_75	2.5955915157115883
forc_76	2.565689560878784
forc_77	2.493496084895018
forc_78	2.4542999258134346
forc_79	2.6287623795998107
forc_80	2.552383868430001
forc_81	2.7214550312760997
forc_82	2.5845179359883526
forc_83	2.5370709726273586
forc_84	2.6002586104847967
forc_85	2.6700676845083753
forc_86	2.6286504747862254
forc_87	2.5059729740985546
forc_88	2.540347010861183
forc_89	2.611767039657538
forc_90	2.578689646701793
forc_91	2.4945086714480627
forc_92	2.6550394393097787
forc_93	2.582988990576408
forc_94	2.699800472374495
forc_95	2.575607505460182
forc_96	2.568639333527122
forc_97	2.4968327219317983
forc_98	2.6306882285755178
forc_99	2.699627661536997
forc_100	2.595366556244203
forc_101	2.600626806076768
forc_102	2.6057179381916873
forc_103	2.550304752274361
forc_104	2.5785323062203176
forc_105	2.6762407110765136
forc_106	2.5643254439350627
forc_107	2.4528243046845315
forc_108	2.5778809533953377
forc_109	2.6753049014664523
forc_110	2.5633066675785448
forc_111	2.548628137453384
forc_112	2.5826310597322344
forc_113	2.460542034803497
forc_114	2.634004998503538
forc_115	2.445773770315144
forc_116	2.4857427064344626
forc_117	2.6359686598183174
forc_118	2.473260895080781
forc_119	2.549063843844297
forc_120	2.6177164831133775
forc_121	2.5783027384082238
forc_122	2.654399095936164
forc_123	2.7480685026555713
forc_124	2.517604912832684
forc_125	2.5474530287996235
forc_126	2.602425715169825
forc_127	2.4735781890864645
forc_128	2.5954580949831856
forc_129	2.4976686123626672
forc_130	2.650741369411338
forc_131	2.591908077748981
forc_132	2.5258907371786448
forc_133	2.5825262223688736
forc_134	2.4742217442109724
forc_135	2.5850717275069726
forc_136	2.6228869841148117
forc_137	2.5753064185933368
forc_138	2.530998923609668
forc_139	2.5808540093648835
forc_140	2.589123255230415
forc_141	2.412640525667163
forc_142	2.558365842800217
forc_143	2.660678009281417
forc_144	2.5456584664030095
forc_145	2.5733396349817546
forc_146	2.489106516574363
forc_147	2.4736479924472707
forc_148	2.60845179555332
forc_149	2.4838217467343595
forc_150	2.517607601453984
forc_151	2.581903574223127
forc_152	2.4757565730347464
forc_153	2.664209896694868
forc_154	2.602398583557026
forc_155	2.5874861428206195
forc_156	2.651869151890699
forc_157	2.5499008856879857
forc_158	2.664367641611016
forc_159	2.6748745175478805
forc_160	2.4613995075821893
forc_161	2.5096908169655094
forc_162	2.6257533276883867
forc_163	2.544843657280864
forc_164	2.567756960105712
forc_165	2.4745887584685606
forc_166	2.5331934724471212
forc_167	2.6706759543189627
forc_168	2.4935896918442664
forc_169	2.7146047276570435
forc_170	2.582445230793742
forc_171	2.608388127225261
forc_172	2.439414922973129
forc_173	2.6819291859362036
forc_174	2.649669514667948
forc_175	2.632151068038348
forc_176	2.451433817220937
forc_177	2.5979924107385552
forc_178	2.6694463837682934
forc_179	2.6242670469628946
forc_180	2.5573944940952025
forc_181	2.5618151575208525
forc_182	2.5469872207807414
forc_183	2.5063125612879857
forc_184	2.5945805420099806
forc_185	2.5641383856763373
forc_186	2.683530230635525
forc_187	2.5104473974938553
forc_188	2.456549285335899
forc_189	2.5784376751251785
forc_190	2.557367355805035
forc_191	2.541511481432698
forc_192	2.6505018324849785
forc_193	2.6459657583251355
forc_194	2.5584808365381204
forc_195	2.545697651705939
forc_196	2.656437644362392
