Method	Value
forc_1	2.8591204319046937
forc_2	3.21521337301814
forc_3	2.978906008232567
forc_4	3.043771743586242
forc_5	3.1519326313130698
forc_6	2.854311985255844
forc_7	2.9461343004997187
forc_8	3.0488634359875464
forc_9	2.8928672681135192
forc_10	3.028970914059826
forc_11	3.01676616889696
forc_12	2.9972016739756207
forc_13	2.8352555022524695
forc_14	2.984138966927084
forc_15	2.7946486478070587
forc_16	3.1938600361341996
forc_17	2.949962322761676
forc_18	2.9973362771005356
forc_19	2.930770167944217
forc_20	3.2244844642741395
forc_21	3.0638792881087213
forc_22	2.9525228244631467
forc_23	3.0294177637259336
forc_24	2.9200239561449806
forc_25	3.1065789549473175
forc_26	3.099597725505265
forc_27	2.9978241722649925
forc_28	3.181028590308232
forc_29	3.1621908821741758
forc_30	2.9106086902869306
forc_31	2.8887755213231676
forc_32	3.08010762016727
forc_33	2.8685551159349925
forc_34	2.9200257297289576
forc_35	2.90834890822374
forc_36	2.911036929656941
forc_37	3.06779840936935
forc_38	3.0189905976633473
forc_39	2.936967303046023
forc_40	2.926134843832144
forc_41	3.2479543899493515
forc_42	3.067607571469969
forc_43	2.9299001783307177
forc_44	3.1725658982309546
forc_45	3.0731428563407897
forc_46	2.783685616656693
forc_47	2.8938555954256793
forc_48	3.07044416989256
forc_49	3.152771280352692
forc_50	2.925589760548758
forc_51	2.795734596992496
forc_52	2.950751514403942
forc_53	3.1142343584956347
forc_54	3.0873604376818387
forc_55	3.1410816148260547
forc_56	2.9833769924547227
forc_57	2.933265130667917
forc_58	3.058052400421653
forc_59	3.057076427132015
forc_60	2.976174429011845
forc_61	3.1329522121355686
forc_62	3.026157060177426
forc_63	3.154988506126467
forc_64	2.999338770466795
forc_65	3.0430894593108224
forc_66	3.0059234950073463
forc_67	2.8953111761631756
forc_68	3.01017431954446
forc_69	3.0859722645190546
forc_70	3.0683719102233145
forc_71	3.016964110552425
forc_72	3.071470723781087
forc_73	3.049367727913976
forc_74	3.043958457992491
forc_75	2.8630074019479808
forc_76	3.0086232403113957
forc_77	2.8616170952075026
forc_78	2.793457403386606
forc_79	2.89722585501102
forc_80	2.989571959925287
forc_81	2.9792579267520516
forc_82	2.84892294179369
forc_83	2.978839553049996
forc_84	3.0950043622120553
forc_85	3.015013550450571
forc_86	3.031828140598533
forc_87	3.047518568908723
forc_88	3.006384040589333
forc_89	2.926542019861983
forc_90	3.0089754134604467
forc_91	3.011773108464204
forc_92	3.0460005178626974
forc_93	3.114706720911851
forc_94	3.172074194596751
forc_95	3.2297033916857205
forc_96	2.8614690029284566
forc_97	2.9768839145768293
forc_98	3.159517862684446
forc_99	2.992904095580745
forc_100	3.1041588895376324
forc_101	2.9194591312540994
forc_102	2.9563281335391487
forc_103	2.812485151550576
forc_104	2.946394303398619
forc_105	3.01807397283752
forc_106	2.973518927208484
forc_107	3.011077387720361
forc_108	3.166147318028443
forc_109	3.086808622593589
forc_110	2.823644040144024
forc_111	2.8803344013959524
forc_112	3.0429047330799426
forc_113	2.999736869819534
forc_114	3.044715262022248
forc_115	3.104856487115474
forc_116	2.911509908467546
forc_117	2.9493872432185255
forc_118	2.9286948558576213
forc_119	3.153081950225112
forc_120	3.130519807564796
forc_121	3.0121389313618945
forc_122	2.9453266504654216
forc_123	2.9484270682538347
forc_124	3.008644946062275
forc_125	3.0975333889131558
forc_126	3.0823928942967287
forc_127	3.0746001081390344
forc_128	3.0363759692610013
forc_129	2.9848077600130534
forc_130	3.087766794252492
forc_131	3.039760147218684
forc_132	2.972484360131946
forc_133	3.045989550401457
forc_134	2.9695287178376795
forc_135	2.9751652363920753
forc_136	3.1052561587035115
forc_137	3.1102305806008834
forc_138	2.8205214435777597
forc_139	3.14312900992533
forc_140	3.214187949863827
forc_141	2.999275653626427
forc_142	2.9272005698706693
forc_143	2.885911203831382
forc_144	2.9302962802535264
forc_145	2.944846062667867
forc_146	3.048886603381545
forc_147	3.113379076404872
forc_148	3.0711462719797216
forc_149	3.009439178580353
forc_150	2.870704660948037
forc_151	2.9551856275556294
forc_152	3.066766988664268
forc_153	2.8900857935756297
forc_154	3.150581960916934
forc_155	2.9222433826883156
forc_156	2.997618593179947
forc_157	2.8737563071273584
forc_158	3.1249611529696266
forc_159	3.1151039370342297
forc_160	2.845220859570632
forc_161	3.2347151113142143
forc_162	3.015437267370073
forc_163	3.259957873196133
forc_164	2.958727343320287
forc_165	2.802030812793678
forc_166	3.084406499802516
forc_167	3.0370195302597778
forc_168	3.036269850446226
forc_169	2.875835500997768
forc_170	3.012368574848263
forc_171	3.118126454716342
forc_172	2.917614118209145
forc_173	3.054786789266044
forc_174	2.8841799732966518
forc_175	2.7318241040578353
forc_176	2.9687290478395356
forc_177	2.9672130625908144
forc_178	3.0020157807224046
forc_179	3.011933396502525
forc_180	3.1328917593475247
forc_181	2.9953988710440553
forc_182	3.1168292502780788
forc_183	2.875792387020256
forc_184	3.0394513554389877
forc_185	3.1514676884619925
forc_186	2.8722171404797696
forc_187	2.96464714169628
forc_188	3.052153009870403
forc_189	3.0224485384792183
forc_190	2.982577533844116
forc_191	3.0895925527028525
forc_192	2.7762593324657265
forc_193	3.0070957264798364
forc_194	2.9393129293406504
forc_195	3.0151635517484787
forc_196	3.00467866848775
forc_197	2.907658454582948
forc_198	2.8843194464387554
forc_199	3.049697754835646
forc_200	2.9489538608248567
forc_201	3.021252978100774
forc_202	3.057388533493589
forc_203	3.0262830811890185
forc_204	2.8734218323936274
forc_205	3.001442390052607
forc_206	2.9065633433962033
forc_207	3.0496513835610366
forc_208	2.847452533216743
forc_209	2.8852366875854516
forc_210	2.9639339755708374
forc_211	3.0806037994162447
forc_212	2.9717174234559014
forc_213	2.984570805192249
forc_214	2.8912754728615204
forc_215	3.08337302612247
forc_216	3.069123075508194
forc_217	3.010314977748106
forc_218	2.826409334197531
forc_219	3.082556247680632
forc_220	3.213087379469862
forc_221	2.9406680672158836
forc_222	2.8686798410765966
forc_223	2.9065672978618626
forc_224	2.847722310686147
forc_225	3.109419577764093
forc_226	3.0196470809136464
forc_227	2.9636398137856643
forc_228	2.961631753704414
forc_229	2.9766669500934535
forc_230	2.869253542932732
forc_231	3.07509247492034
forc_232	3.032723538156326
forc_233	3.0901434912681554
forc_234	2.990696928890686
forc_235	3.1266617698623134
forc_236	3.051041900597349
forc_237	3.0159199497155695
forc_238	2.9574509576184735
forc_239	3.077450812727841
forc_240	3.0510408268875957
forc_241	3.071585309215617
forc_242	3.032342924922076
forc_243	3.064562248004058
forc_244	3.0201251564336853
forc_245	3.0758903617464526
forc_246	3.1069236120251777
forc_247	3.145737608470677
forc_248	3.142465867884386
forc_249	3.0421874529278328
forc_250	2.890189152882021
forc_251	3.047874763461489
forc_252	2.895690027155892
forc_253	3.132159018137083
forc_254	2.9654703086403216
forc_255	3.044030608973334
forc_256	3.25900649438372
forc_257	2.9590790483122884
forc_258	3.061096685262332
forc_259	2.988574749634288
forc_260	3.0247502863066296
forc_261	2.9521238233421565
forc_262	3.0215686805385302
forc_263	2.8462353884891844
forc_264	2.8914661235846486
forc_265	2.987552181078668
forc_266	3.0627046744628417
forc_267	3.0767869785226303
forc_268	3.094127723527985
forc_269	2.9864552052547237
forc_270	3.116024820474773
forc_271	3.0634965442902042
forc_272	3.0434824228608703
forc_273	2.890878279866182
forc_274	2.8700358572448454
forc_275	2.901538568924641
forc_276	2.8228333334328526
forc_277	3.2259480116781925
forc_278	3.088100851123934
forc_279	3.1165339599152366
forc_280	3.0692034466819607
forc_281	3.011735167216637
forc_282	3.115665918786727
forc_283	2.991673883438482
forc_284	2.956758111751758
forc_285	2.9561477710280277
forc_286	3.0159788131032736
forc_287	2.9243234472576556
forc_288	2.9253929050610497
forc_289	3.0032127405844826
forc_290	2.8007455189344435
forc_291	2.9401250676729775
forc_292	3.018915259402548
forc_293	3.1128695283570083
forc_294	2.934605404556387
forc_295	3.0820055447445345
forc_296	3.129876896975794
forc_297	3.026371170824148
forc_298	3.075296830592378
forc_299	2.9550024486816215
forc_300	3.066121521184722
forc_301	3.088330829507172
forc_302	2.996579294369092
forc_303	3.095482162467853
forc_304	3.1166030503922464
forc_305	3.2044768036242854
forc_306	3.1001558247418948
forc_307	3.015393425529033
forc_308	2.976185809915319
forc_309	2.980989618793479
forc_310	3.1862978321339295
forc_311	3.00333891095257
forc_312	3.2036790896708887
forc_313	2.779512718568973
forc_314	2.9806927726677395
forc_315	2.922921512484255
forc_316	3.0494062648646225
forc_317	2.8788039044738554
forc_318	2.8829930157804484
forc_319	2.8530624037548815
forc_320	3.0159507713577174
forc_321	3.0737291968121583
forc_322	2.810917590322158
forc_323	3.0066866137043275
forc_324	2.9141563272373103
forc_325	2.994301665683972
forc_326	2.9135103486925646
forc_327	2.88345965484596
forc_328	2.8458558282188267
forc_329	2.947084873144613
forc_330	3.0528319292017203
forc_331	2.9522277448902625
forc_332	2.99687300019319
forc_333	2.7523370573160184
forc_334	2.900085373075685
forc_335	3.13764881827532
forc_336	2.978173132895274
forc_337	2.999087160248389
forc_338	2.9473722623090244
forc_339	2.895483738819871
forc_340	2.980300661590014
forc_341	2.830467115844946
forc_342	3.156568902542841
forc_343	2.9298171180700825
forc_344	3.1405892263409667
forc_345	2.9181170359238786
forc_346	3.0791850586119627
forc_347	2.990819382297053
forc_348	3.1464509047664815
forc_349	2.950223352211709
forc_350	2.9160846322287015
forc_351	2.8664393931768397
forc_352	3.092442424879767
forc_353	3.014939529153029
forc_354	2.9439340829749807
forc_355	2.926816789937603
forc_356	3.0808284949570286
forc_357	3.0097559874791684
forc_358	2.9116735825098616
forc_359	2.9915154355738753
forc_360	2.8626385833771533
forc_361	2.9311387026500255
forc_362	3.001833383498192
forc_363	2.8571965580958225
forc_364	2.791565331118958
forc_365	2.880689769548832
forc_366	3.1153936419379673
forc_367	2.99508633464062
