Method	Value
forc_1	2.996812873647374
forc_2	3.0569470265510796
forc_3	2.955562152258006
forc_4	3.134705476655948
forc_5	2.972541329621806
forc_6	2.9427202301527506
forc_7	2.9091094688591626
forc_8	3.025087058558074
forc_9	2.9053615981543337
forc_10	2.964115423270996
forc_11	3.318694458936277
forc_12	3.1220731005055447
forc_13	3.1605707239908063
forc_14	2.9541953123468527
forc_15	3.1389363935346704
forc_16	3.047541898226729
forc_17	3.1396722448065124
forc_18	3.0807526795849896
forc_19	3.2017337775093098
forc_20	3.0657499945998654
forc_21	2.6952063168865115
forc_22	3.0608459741649545
forc_23	3.13207966024195
forc_24	3.1027425030376623
forc_25	3.122436406143297
forc_26	2.8800138488605787
forc_27	2.9464293134401367
forc_28	3.172964581440244
forc_29	3.061472228643975
forc_30	2.9653163544685346
forc_31	3.0414789982904735
forc_32	3.3083974024153475
forc_33	2.907069583834411
forc_34	3.118613385730455
forc_35	2.957654574331537
forc_36	2.849460129716693
forc_37	3.0709734195588863
forc_38	3.144429523861074
forc_39	3.133926595189257
forc_40	3.0654343483497986
forc_41	2.9487708094160836
forc_42	2.931033314208791
forc_43	2.9235942133353787
forc_44	3.1359007802859478
forc_45	3.1223323745657847
forc_46	3.0405726963045705
forc_47	2.9626598834342843
forc_48	3.07296101295549
forc_49	3.1851838242712267
forc_50	3.1697740866182613
forc_51	3.010629613452432
forc_52	3.072209243196555
forc_53	3.03370336761021
forc_54	3.0105686424259055
forc_55	3.039688999451833
forc_56	3.077451593852478
forc_57	3.0347382156939924
forc_58	2.9302196490236847
forc_59	3.162155935709089
forc_60	3.03148787352002
forc_61	2.993355775435658
forc_62	3.130067649709856
forc_63	2.9103470667747167
forc_64	3.0296814067575966
forc_65	3.188591472970771
forc_66	3.0709563120860097
forc_67	2.861051147930684
forc_68	3.0610670962820348
forc_69	2.9388537129553
forc_70	3.0425057956951442
forc_71	2.9778749713827226
forc_72	3.082320746885749
forc_73	3.0144058084207823
forc_74	3.0146125323626207
forc_75	2.9716072683708266
forc_76	2.8628615613712505
forc_77	2.9097901770481127
forc_78	2.9862993173381227
forc_79	2.9617942482537787
forc_80	3.097325489946202
forc_81	3.0996096757212115
forc_82	3.03101209760633
forc_83	2.866412246736072
forc_84	3.0594066915329274
forc_85	3.051939645672412
forc_86	2.9909852937571113
forc_87	2.78571183049436
forc_88	2.9296351700006262
forc_89	3.1305968958328108
forc_90	3.1748962986917793
forc_91	2.841065836721453
forc_92	3.1791813975281245
forc_93	3.1483413496154005
forc_94	3.025642355023365
forc_95	2.8259963223789875
forc_96	2.983250914012089
forc_97	3.0994413216831957
forc_98	2.83047777766193
forc_99	3.0844744078341697
forc_100	2.997686431152713
forc_101	3.0034523367268213
forc_102	2.942568641664955
forc_103	3.023988469701631
forc_104	2.8774297689983563
forc_105	3.2320879703605483
forc_106	3.0868230912111096
forc_107	2.972300753861058
forc_108	3.037657569873223
forc_109	3.0239990871939764
forc_110	2.958908591690476
forc_111	2.98399534947191
forc_112	2.9582976101867056
forc_113	3.0602948612226455
forc_114	3.045958535703706
forc_115	3.027516927557676
forc_116	2.8607267094408266
forc_117	3.0941668562178752
forc_118	2.8353599734348944
forc_119	3.0060193873236223
forc_120	3.0638162390763175
forc_121	3.1720093722924543
forc_122	3.1972389571785618
forc_123	2.9759627500143058
forc_124	2.9540236617181606
forc_125	3.0363339099385316
forc_126	3.102065608440365
forc_127	3.0258707774211735
forc_128	2.9599359058515025
forc_129	3.1640652679205625
forc_130	3.100395900879629
forc_131	3.0141930178156
forc_132	3.0345995727456048
forc_133	2.9782408804854494
forc_134	2.992669746726651
forc_135	2.951100427613478
forc_136	2.9753110044288102
forc_137	2.919140567193658
forc_138	3.1314378068166357
forc_139	2.96157815471786
forc_140	2.91422131528863
forc_141	3.0884184323463377
forc_142	3.1069179759541217
forc_143	2.88173243308899
forc_144	3.06396590950692
forc_145	3.1968692267836687
forc_146	3.0355263526365035
forc_147	2.9999804202870513
forc_148	2.9281731247079805
forc_149	2.922731075707309
forc_150	2.9763032279630988
forc_151	3.065037670397622
forc_152	3.025208496010749
forc_153	2.9712856001768766
forc_154	2.7900110465416623
forc_155	2.919477070480075
forc_156	3.020133899724637
forc_157	3.014615382836572
forc_158	2.8560086348125826
forc_159	3.000204371023755
forc_160	2.990656926866105
forc_161	2.945765112463116
forc_162	3.015911458979795
forc_163	2.9921185845580647
forc_164	2.8981252671631834
forc_165	3.2021984703858037
forc_166	3.0028018585712246
forc_167	2.973305932631074
forc_168	2.9230893731652494
forc_169	2.913223992918255
forc_170	2.9538427620847334
forc_171	3.0001958551279384
forc_172	2.9881776925723593
forc_173	2.99677439261558
forc_174	2.9012551281750567
forc_175	3.027877246201453
forc_176	2.8454940982432646
forc_177	3.1265924013278767
forc_178	2.8566800863519797
forc_179	2.8735158076753198
forc_180	2.8515810581664605
forc_181	3.0418057759442663
forc_182	3.0621328194452304
forc_183	3.082802169766642
forc_184	3.1119339720091315
forc_185	3.053011397364248
forc_186	3.2051444704785323
forc_187	3.0675261371316
forc_188	2.989728928771193
forc_189	2.932057106311053
forc_190	2.9660735607703805
forc_191	3.0455494624888373
forc_192	2.9106283048323642
forc_193	2.8431717291865066
forc_194	2.9919418797571526
forc_195	2.8689160802769065
forc_196	2.975006985386627
forc_197	2.907216540992126
forc_198	3.0111872445591543
forc_199	2.957259906964775
forc_200	2.9522937764750603
forc_201	3.1642125503584024
forc_202	2.9205707521957356
forc_203	2.9200448990621912
forc_204	3.09957364061265
forc_205	3.0397353972763823
forc_206	3.0672806456496087
forc_207	2.9765333541474592
forc_208	3.01008474879456
forc_209	2.938232812579232
forc_210	2.915451475097072
forc_211	3.0448800835617074
forc_212	2.9974821302477035
forc_213	3.1625872747084713
forc_214	3.1692259397362337
forc_215	2.9317589403279647
forc_216	3.0248974822285266
forc_217	2.767807786361134
forc_218	2.960894846058401
forc_219	2.8544509086575696
forc_220	3.037069469210124
forc_221	3.01554812127314
forc_222	2.94540599152204
forc_223	2.954697580410483
forc_224	3.0942975832725015
forc_225	3.037033667240534
forc_226	3.008711797330257
forc_227	3.0214999379385543
forc_228	3.0026536328099156
forc_229	2.8671245609236706
forc_230	3.0997973309157136
forc_231	3.00134116439455
forc_232	3.0881892863886837
forc_233	2.9241148304285787
forc_234	3.1284360896303793
forc_235	2.970115860218191
forc_236	2.9629458460532017
forc_237	3.008554615359825
forc_238	3.0402659933116625
forc_239	2.926559753965719
forc_240	3.281531955789225
forc_241	2.814186816774714
forc_242	2.9526813609450446
forc_243	2.937959002069468
forc_244	3.0549358031346796
forc_245	3.1678948930277917
forc_246	2.87240620829877
forc_247	3.0717884140167078
forc_248	2.951075278882853
forc_249	2.854502186687291
forc_250	2.879370186144486
forc_251	3.1079451169037116
forc_252	2.876904351634782
forc_253	3.148723415248593
forc_254	3.027070012581105
forc_255	3.048562116892984
forc_256	2.965951086904156
forc_257	2.8708185213912443
forc_258	2.987921333745193
forc_259	2.782249017683849
forc_260	3.0512187344570187
forc_261	3.0243596017926415
forc_262	3.1276503827088344
forc_263	3.0244496981894735
forc_264	3.0449708591855376
forc_265	3.053759577599323
forc_266	2.9437121229524146
forc_267	3.116711939213196
forc_268	3.0208428914581784
forc_269	2.8182138406315165
forc_270	2.9110854366673644
forc_271	3.091480425583816
forc_272	2.991560862562517
forc_273	2.9029257518370426
forc_274	3.019849692512383
forc_275	2.936183477398118
forc_276	3.081434216165038
forc_277	3.009458314853674
forc_278	3.1155376971198194
forc_279	3.094006495485637
forc_280	2.974445898652557
forc_281	2.8885809232213826
forc_282	3.154035228814603
forc_283	2.7208651945057034
forc_284	3.102355257625436
forc_285	2.9350542670223856
forc_286	3.1008293317486726
forc_287	2.828109677790125
forc_288	3.095518993937566
forc_289	3.0275402150757174
forc_290	3.0295490468254984
forc_291	2.9116623486862023
forc_292	3.0746650816259504
forc_293	2.896495702930608
forc_294	3.085670337936131
forc_295	3.18978882207976
forc_296	2.957624391567778
forc_297	2.905672598095668
forc_298	3.1864531317274674
forc_299	3.092830182390452
forc_300	2.992929646468112
forc_301	3.08780778040974
forc_302	2.8747779219901206
forc_303	3.119857767174804
forc_304	3.1104024384644466
forc_305	3.0510357947164524
forc_306	2.8988578626640065
forc_307	3.052352118680787
forc_308	3.027766251752584
forc_309	2.9052191626346726
forc_310	3.0749941109587042
forc_311	2.978383199064375
forc_312	2.885397047017968
forc_313	2.8835839834594394
forc_314	3.017432933949148
forc_315	2.8729531420671344
forc_316	3.0188609134420084
forc_317	2.9572240054860623
forc_318	3.1174062090015777
forc_319	3.0195272028351017
forc_320	2.96635900233786
forc_321	3.034437511009139
forc_322	2.842964213156949
forc_323	3.0104499861337444
forc_324	2.985445721946644
forc_325	2.9173441769102326
forc_326	3.1413735541848484
forc_327	2.9435607818953677
forc_328	2.911439022543588
forc_329	3.0134285409290547
forc_330	3.0746927831957316
forc_331	3.085746728474297
forc_332	2.9658667159851806
forc_333	2.9292480156332363
forc_334	2.979059578266119
forc_335	2.9992453642014567
forc_336	2.8615842707112464
forc_337	2.918794343144092
forc_338	3.097955023508778
forc_339	2.9782870725539485
forc_340	3.1283508204999633
forc_341	3.1739276387257283
forc_342	3.018255745915644
forc_343	3.2517948929829306
forc_344	3.018062907411753
forc_345	2.9145155106162948
forc_346	3.1366323444407307
forc_347	3.0885870167289604
forc_348	2.9663276802359464
forc_349	2.9637040828855525
forc_350	2.951064052196685
forc_351	3.1036668366680957
forc_352	2.9461274447945978
forc_353	3.015818611974687
